Nombre,Edad,Departamento,Calificacion,Beca
Juan Martinez,19,Derecho,0.2,Si
Laura Lopez,19,Arte,2.12,No
Maria Lopez,21,Biologia,1.25,No
Elena Martinez,28,Quimica,3.06,Si
Sofia Rodriguez,30,Economia,8.41,No
Ana Lopez,19,Ingenieria,0.27,Si
Maria Lopez,27,Historia,6.74,No
Javier Rodriguez,27,Biologia,5.0,No
Elena Martinez,30,Ingenieria,4.88,No
Ana Perez,25,Fisica,7.79,No
Maria Rodriguez,18,Matematicas,2.36,No
Carlos Perez,26,Quimica,3.78,No
Sofia Garcia,20,Matematicas,9.12,Si
Juan Martinez,18,Derecho,9.72,Si
Elena Garcia,23,Fisica,4.69,Si
Maria Martinez,21,Economia,1.32,Si
Maria Rodriguez,29,Arte,5.48,Si
Juan Rodriguez,18,Medicina,5.11,Si
Javier Rodriguez,21,Biologia,2.96,Si
Maria Garcia,18,Matematicas,8.36,No
Elena Perez,24,Biologia,4.43,Si
Ana Perez,28,Derecho,1.64,Si
Javier Garcia,18,Arte,5.42,No
Luis Rodriguez,26,Fisica,5.62,Si
Laura Garcia,18,Ingenieria,6.32,No
Javier Lopez,24,Arte,4.8,Si
Elena Rodriguez,22,Biologia,5.18,No
Laura Rodriguez,23,Fisica,10.0,No
Laura Perez,30,Historia,10.0,No
Javier Perez,28,Derecho,1.55,No
Luis Martinez,20,Medicina,8.86,No
Ana Martinez,20,Arte,2.13,No
Javier Martinez,24,Historia,1.74,No
Laura Perez,20,Ingenieria,0.16,Si
Sofia Lopez,26,Derecho,8.41,Si
Javier Lopez,25,Arte,1.24,Si
Carlos Lopez,23,Quimica,9.71,No
Javier Rodriguez,20,Matematicas,4.69,Si
Laura Lopez,19,Historia,3.76,Si
Ana Lopez,29,Matematicas,1.8,No
Luis Martinez,21,Fisica,1.34,Si
Sofia Lopez,19,Economia,7.58,Si
Luis Garcia,27,Economia,2.97,No
Elena Lopez,23,Fisica,3.7,Si
Juan Perez,18,Biologia,3.31,Si
Javier Perez,28,Historia,9.19,No
Carlos Lopez,23,Arte,6.33,No
Pedro Lopez,27,Medicina,6.82,Si
Sofia Rodriguez,23,Arte,4.27,Si
Elena Martinez,18,Derecho,3.75,Si
Javier Perez,24,Arte,6.58,No
Carlos Martinez,26,Historia,1.18,No
Carlos Garcia,19,Fisica,6.65,No
Elena Garcia,21,Ingenieria,4.99,Si
Sofia Lopez,25,Biologia,1.56,No
Maria Garcia,24,Fisica,3.3,Si
Ana Martinez,30,Matematicas,9.86,No
Ana Rodriguez,19,Economia,1.19,Si
Laura Lopez,24,Medicina,2.51,No
Sofia Rodriguez,19,Ingenieria,4.86,Si
Ana Martinez,24,Biologia,0.88,No
Sofia Rodriguez,20,Fisica,8.95,No
Juan Martinez,30,Matematicas,6.01,No
Luis Rodriguez,21,Historia,6.21,No
Pedro Martinez,24,Derecho,0.88,No
Pedro Garcia,24,Quimica,6.34,No
Pedro Martinez,19,Economia,8.91,Si
Sofia Garcia,19,Economia,6.04,No
Carlos Lopez,20,Arte,5.2,Si
Ana Rodriguez,27,Ingenieria,3.7,Si
Elena Martinez,20,Fisica,2.33,No
Pedro Lopez,26,Matematicas,9.73,Si
Ana Rodriguez,19,Ingenieria,8.45,No
Javier Perez,19,Quimica,2.5,No
Maria Lopez,27,Economia,6.87,Si
Pedro Rodriguez,22,Biologia,4.98,No
Ana Lopez,20,Quimica,4.27,No
Pedro Martinez,30,Fisica,0.43,Si
Maria Garcia,24,Ingenieria,0.43,Si
Sofia Perez,30,Historia,0.65,Si
Javier Garcia,28,Fisica,8.34,Si
Laura Lopez,22,Economia,5.36,Si
Maria Lopez,20,Fisica,4.33,Si
Ana Lopez,27,Economia,0.22,No
Luis Rodriguez,25,Derecho,5.95,Si
Elena Garcia,19,Medicina,2.6,Si
Maria Martinez,21,Historia,6.4,Si
Pedro Rodriguez,26,Ingenieria,2.78,No
Carlos Lopez,30,Biologia,8.94,Si
Laura Lopez,19,Biologia,1.15,No
Carlos Perez,29,Medicina,0.55,No
Javier Perez,20,Historia,0.23,Si
Luis Lopez,29,Economia,3.06,Si
Elena Perez,27,Derecho,6.96,No
Pedro Garcia,21,Derecho,4.72,Si
Ana Lopez,24,Matematicas,9.7,Si
Sofia Rodriguez,24,Biologia,8.49,No
Javier Lopez,19,Biologia,6.19,No
Carlos Lopez,22,Quimica,5.05,No
Javier Garcia,23,Biologia,3.79,Si
Sofia Rodriguez,20,Medicina,5.55,Si
Ana Lopez,29,Ingenieria,6.12,No
Laura Perez,29,Arte,5.12,No
Laura Lopez,27,Quimica,9.05,No
Luis Lopez,22,Historia,7.17,Si
Pedro Lopez,18,Economia,5.6,Si
Javier Lopez,20,Medicina,2.35,Si
Javier Lopez,22,Medicina,9.78,Si
Luis Garcia,29,Quimica,7.97,No
Luis Rodriguez,26,Medicina,8.61,No
Elena Perez,20,Medicina,2.33,Si
Elena Martinez,26,Ingenieria,4.07,No
Elena Rodriguez,25,Biologia,1.48,Si
Javier Perez,22,Historia,3.35,Si
Ana Martinez,28,Ingenieria,5.77,Si
Carlos Lopez,18,Quimica,7.57,Si
Maria Rodriguez,27,Medicina,7.01,No
Luis Martinez,21,Fisica,5.26,No
Juan Lopez,30,Derecho,1.41,Si
Juan Perez,26,Fisica,1.26,No
Ana Rodriguez,22,Ingenieria,3.17,Si
Javier Rodriguez,25,Historia,9.54,No
Laura Martinez,23,Quimica,4.45,Si
Sofia Rodriguez,30,Ingenieria,0.62,No
Pedro Rodriguez,18,Fisica,0.24,Si
Ana Lopez,24,Arte,9.04,Si
Pedro Perez,30,Economia,0.17,Si
Pedro Lopez,30,Matematicas,6.25,Si
Elena Martinez,29,Quimica,2.7,Si
Pedro Rodriguez,22,Ingenieria,1.94,Si
Maria Garcia,28,Biologia,9.15,Si
Elena Perez,27,Ingenieria,9.3,Si
Luis Perez,28,Derecho,8.58,Si
Carlos Martinez,29,Fisica,6.26,No
Maria Rodriguez,24,Medicina,4.2,Si
Juan Lopez,23,Medicina,5.97,No
Luis Rodriguez,18,Economia,3.83,Si
Juan Garcia,30,Arte,8.76,Si
Laura Perez,24,Ingenieria,2.67,No
Carlos Rodriguez,20,Economia,1.58,Si
Luis Garcia,28,Quimica,0.5,Si
Juan Rodriguez,18,Quimica,2.21,Si
Elena Perez,23,Biologia,8.07,Si
Elena Garcia,21,Fisica,3.45,Si
Ana Perez,25,Fisica,0.23,Si
Luis Perez,23,Biologia,4.63,No
Juan Rodriguez,23,Derecho,5.68,No
Sofia Perez,23,Biologia,6.44,Si
Pedro Perez,27,Quimica,7.31,Si
Elena Rodriguez,18,Arte,4.89,No
Ana Rodriguez,18,Medicina,6.9,No
Laura Martinez,26,Derecho,3.23,Si
Ana Garcia,20,Ingenieria,7.74,No
Juan Rodriguez,19,Ingenieria,1.99,Si
Carlos Perez,24,Derecho,2.89,No
Maria Garcia,23,Ingenieria,6.67,Si
Luis Rodriguez,26,Biologia,9.14,No
Ana Martinez,30,Historia,5.46,Si
Laura Perez,24,Medicina,8.12,Si
Carlos Lopez,20,Ingenieria,2.95,No
Elena Perez,21,Derecho,5.47,No
Elena Rodriguez,25,Quimica,1.1,Si
Carlos Perez,28,Arte,8.28,Si
Laura Martinez,18,Biologia,0.16,Si
Ana Lopez,30,Ingenieria,1.85,No
Pedro Rodriguez,23,Fisica,2.7,No
Sofia Garcia,21,Historia,9.76,Si
Ana Martinez,25,Fisica,3.13,No
Elena Martinez,30,Arte,5.68,No
Pedro Rodriguez,24,Quimica,8.24,No
Laura Rodriguez,24,Historia,2.34,Si
Elena Lopez,28,Ingenieria,0.2,Si
Luis Lopez,21,Economia,9.83,Si
Luis Perez,19,Economia,9.94,No
Juan Lopez,28,Medicina,6.07,Si
Elena Rodriguez,26,Arte,5.02,Si
Javier Garcia,24,Biologia,9.83,No
Juan Martinez,22,Biologia,3.74,No
Javier Lopez,24,Historia,3.06,Si
Ana Perez,22,Arte,3.89,No
Sofia Rodriguez,23,Economia,9.07,No
Juan Perez,22,Historia,2.48,Si
Carlos Perez,18,Quimica,8.58,No
Laura Martinez,26,Fisica,0.63,No
Ana Rodriguez,18,Medicina,8.9,Si
Ana Lopez,25,Derecho,7.94,No
Sofia Rodriguez,29,Medicina,0.09,Si
Maria Perez,21,Biologia,6.5,Si
Javier Rodriguez,20,Ingenieria,5.8,No
Luis Perez,23,Fisica,9.89,Si
Ana Rodriguez,21,Derecho,9.04,Si
Pedro Perez,25,Fisica,0.64,No
Ana Perez,29,Derecho,1.84,No
Juan Martinez,20,Biologia,0.4,Si
Ana Martinez,20,Medicina,6.13,Si
Ana Lopez,22,Ingenieria,9.37,Si
Laura Garcia,26,Medicina,0.92,No
Maria Martinez,25,Ingenieria,3.29,No
Maria Garcia,28,Medicina,2.37,No
Ana Martinez,30,Economia,1.18,No
Javier Martinez,26,Ingenieria,4.75,Si
Javier Garcia,24,Economia,2.96,Si
Luis Garcia,25,Fisica,9.31,Si
Ana Lopez,18,Quimica,2.79,No
Javier Martinez,20,Ingenieria,2.07,Si
Pedro Rodriguez,27,Medicina,6.73,Si
Carlos Rodriguez,23,Fisica,6.3,Si
Carlos Rodriguez,20,Economia,2.2,Si
Juan Martinez,23,Medicina,2.79,Si
Javier Perez,19,Ingenieria,1.15,Si
Carlos Rodriguez,27,Biologia,0.83,Si
Sofia Garcia,21,Fisica,1.56,No
Juan Rodriguez,29,Biologia,8.77,Si
Elena Lopez,26,Biologia,7.55,No
Ana Lopez,23,Economia,8.13,No
Juan Perez,24,Derecho,3.59,No
Juan Garcia,20,Matematicas,4.07,Si
Juan Lopez,22,Arte,4.31,No
Ana Rodriguez,29,Medicina,2.91,Si
Maria Perez,30,Historia,9.17,Si
Elena Perez,28,Matematicas,4.29,No
Javier Perez,18,Biologia,8.25,No
Luis Rodriguez,30,Arte,9.79,Si
Sofia Rodriguez,24,Arte,6.16,No
Luis Lopez,29,Matematicas,9.48,No
Maria Lopez,18,Medicina,7.54,No
Laura Lopez,28,Biologia,4.15,No
Ana Garcia,26,Matematicas,8.66,Si
Carlos Garcia,26,Biologia,9.28,Si
Ana Garcia,25,Economia,6.33,No
Pedro Lopez,26,Arte,8.97,Si
Carlos Martinez,27,Arte,3.16,No
Luis Rodriguez,30,Arte,5.74,Si
Luis Lopez,20,Derecho,4.57,Si
Javier Garcia,26,Matematicas,5.57,Si
Laura Martinez,21,Medicina,6.42,No
Sofia Martinez,30,Arte,6.27,No
Maria Garcia,25,Historia,9.79,Si
Ana Martinez,18,Ingenieria,5.19,Si
Juan Perez,22,Fisica,2.7,No
Ana Perez,19,Derecho,6.82,Si
Carlos Perez,26,Matematicas,2.92,No
Ana Lopez,25,Ingenieria,3.28,No
Laura Martinez,26,Fisica,8.08,Si
Sofia Rodriguez,28,Biologia,7.37,No
Javier Rodriguez,28,Arte,8.95,No
Juan Garcia,20,Medicina,7.81,No
Sofia Perez,18,Fisica,1.82,No
Laura Martinez,22,Fisica,1.29,No
Ana Martinez,30,Fisica,1.47,Si
Maria Rodriguez,30,Quimica,3.22,Si
Ana Lopez,25,Medicina,3.21,No
Luis Rodriguez,28,Ingenieria,6.33,No
Juan Perez,30,Medicina,3.38,Si
Javier Perez,18,Economia,3.2,No
Javier Garcia,24,Quimica,1.19,Si
Laura Perez,21,Matematicas,4.66,Si
Sofia Lopez,20,Biologia,5.34,No
Pedro Perez,19,Arte,9.24,Si
Ana Rodriguez,19,Fisica,7.0,Si
Ana Martinez,23,Arte,2.95,Si
Luis Martinez,23,Medicina,2.92,No
Maria Martinez,20,Quimica,5.4,Si
Elena Rodriguez,23,Biologia,6.13,Si
Maria Rodriguez,27,Medicina,7.89,No
Maria Rodriguez,24,Biologia,4.92,Si
Sofia Lopez,29,Matematicas,7.89,No
Maria Rodriguez,20,Medicina,0.2,Si
Javier Rodriguez,20,Economia,9.44,No
Laura Rodriguez,28,Arte,6.82,No
Javier Martinez,24,Economia,1.06,Si
Luis Lopez,26,Matematicas,7.88,Si
Carlos Martinez,21,Ingenieria,6.82,Si
Elena Lopez,22,Historia,6.23,Si
Ana Rodriguez,23,Fisica,9.55,Si
Maria Garcia,29,Derecho,6.41,Si
Ana Rodriguez,29,Biologia,8.37,No
Carlos Martinez,26,Historia,3.65,No
Carlos Garcia,18,Biologia,1.33,No
Luis Perez,21,Matematicas,6.31,No
Ana Martinez,20,Matematicas,8.55,No
Pedro Martinez,29,Biologia,8.48,Si
Carlos Garcia,29,Historia,5.8,No
Pedro Rodriguez,20,Fisica,5.97,No
Juan Garcia,23,Medicina,3.4,Si
Luis Garcia,18,Medicina,6.12,No
Luis Rodriguez,25,Matematicas,6.5,Si
Carlos Lopez,29,Historia,9.19,Si
Elena Garcia,18,Historia,3.99,Si
Ana Perez,27,Biologia,0.24,Si
Maria Perez,18,Arte,0.37,No
Pedro Garcia,18,Historia,1.08,Si
Ana Garcia,18,Fisica,2.83,No
Sofia Lopez,19,Historia,1.03,Si
Javier Garcia,24,Matematicas,9.43,No
Laura Rodriguez,27,Historia,1.81,Si
Javier Garcia,30,Historia,2.36,No
Carlos Garcia,25,Fisica,1.79,No
Ana Martinez,20,Ingenieria,2.99,No
Pedro Perez,20,Historia,2.49,Si
Carlos Lopez,28,Historia,9.26,No
Pedro Martinez,23,Derecho,0.72,No
Laura Rodriguez,29,Economia,2.61,No
Laura Garcia,18,Economia,0.52,Si
Javier Garcia,24,Biologia,4.95,No
Carlos Lopez,21,Derecho,2.1,No
Maria Perez,23,Quimica,4.71,Si
Pedro Rodriguez,21,Economia,4.78,No
Javier Perez,18,Medicina,1.54,No
Pedro Martinez,18,Quimica,4.58,Si
Javier Martinez,29,Fisica,8.64,Si
Sofia Lopez,24,Matematicas,9.58,No
Elena Martinez,18,Biologia,7.98,Si
Ana Garcia,27,Fisica,4.75,No
Pedro Rodriguez,29,Matematicas,1.79,No
Ana Rodriguez,22,Economia,6.16,Si
Javier Rodriguez,21,Arte,7.03,Si
Carlos Lopez,26,Derecho,9.93,No
Ana Lopez,27,Medicina,5.66,No
Sofia Garcia,30,Economia,1.25,Si
Carlos Garcia,29,Biologia,9.78,No
Laura Rodriguez,19,Fisica,1.6,No
Maria Lopez,29,Historia,8.12,Si
Elena Rodriguez,28,Fisica,8.86,No
Juan Perez,22,Quimica,4.86,No
Carlos Garcia,19,Economia,5.19,Si
Javier Garcia,30,Arte,9.42,Si
Maria Martinez,19,Ingenieria,5.69,No
Laura Perez,23,Biologia,1.2,Si
Laura Lopez,23,Biologia,0.98,No
Juan Lopez,25,Fisica,7.88,No
Elena Rodriguez,25,Ingenieria,1.5,No
Sofia Rodriguez,24,Ingenieria,9.09,No
Carlos Garcia,25,Quimica,1.53,Si
Laura Rodriguez,22,Derecho,3.66,No
Javier Lopez,22,Arte,1.7,No
Luis Rodriguez,22,Matematicas,6.97,Si
Pedro Rodriguez,23,Matematicas,3.12,Si
Maria Martinez,19,Arte,2.52,No
Laura Martinez,27,Arte,3.75,Si
Sofia Martinez,30,Derecho,5.87,Si
Pedro Martinez,23,Quimica,8.67,No
Pedro Garcia,23,Ingenieria,6.52,Si
Pedro Lopez,29,Fisica,7.73,No
Pedro Lopez,27,Medicina,6.91,No
Laura Martinez,28,Biologia,4.99,Si
Carlos Rodriguez,28,Medicina,2.66,No
Juan Rodriguez,20,Matematicas,6.18,Si
Ana Rodriguez,27,Economia,5.7,No
Carlos Perez,20,Derecho,2.78,Si
Maria Lopez,29,Ingenieria,9.16,Si
Pedro Martinez,30,Biologia,7.61,Si
Carlos Martinez,29,Derecho,5.88,Si
Laura Perez,18,Matematicas,0.23,No
Juan Martinez,28,Historia,8.87,Si
Juan Perez,29,Quimica,8.45,No
Pedro Lopez,27,Fisica,8.54,Si
Carlos Lopez,21,Fisica,4.44,No
Carlos Perez,20,Fisica,2.04,No
Maria Garcia,27,Medicina,4.55,Si
Javier Martinez,19,Economia,6.08,Si
Carlos Rodriguez,23,Fisica,2.8,Si
Carlos Garcia,27,Economia,7.71,No
Ana Perez,30,Ingenieria,1.19,No
Carlos Lopez,26,Derecho,3.42,No
Luis Martinez,24,Ingenieria,2.71,Si
Carlos Lopez,21,Economia,6.05,No
Luis Lopez,24,Fisica,5.24,Si
Javier Perez,20,Arte,2.39,Si
Ana Lopez,18,Ingenieria,1.04,No
Pedro Perez,25,Biologia,0.37,No
Sofia Martinez,23,Biologia,2.74,Si
Ana Perez,21,Biologia,3.86,No
Luis Martinez,28,Matematicas,1.49,No
Javier Garcia,19,Fisica,1.58,Si
Juan Martinez,27,Ingenieria,7.92,Si
Carlos Perez,21,Economia,4.08,Si
Ana Martinez,29,Biologia,7.81,No
Maria Perez,19,Ingenieria,4.25,Si
Elena Rodriguez,25,Ingenieria,5.75,Si
Pedro Lopez,30,Arte,5.88,No
Laura Lopez,30,Historia,0.37,No
Ana Martinez,29,Ingenieria,8.03,Si
Ana Lopez,20,Medicina,8.72,Si
Juan Perez,26,Arte,8.39,No
Juan Rodriguez,28,Economia,7.07,No
Pedro Perez,29,Arte,5.53,No
Carlos Rodriguez,19,Arte,6.13,Si
Juan Rodriguez,27,Ingenieria,4.44,Si
Laura Lopez,21,Derecho,6.71,No
Sofia Rodriguez,24,Quimica,5.5,Si
Ana Garcia,18,Arte,5.78,No
Elena Garcia,26,Arte,6.77,Si
Sofia Martinez,22,Medicina,6.0,Si
Carlos Rodriguez,24,Ingenieria,9.75,Si
Luis Lopez,19,Quimica,6.77,No
Ana Martinez,20,Quimica,2.28,No
Laura Martinez,25,Quimica,1.36,No
Sofia Lopez,30,Medicina,3.88,Si
Juan Garcia,30,Biologia,8.39,Si
Ana Rodriguez,21,Medicina,6.47,No
Pedro Garcia,22,Quimica,8.24,Si
Carlos Rodriguez,30,Fisica,8.2,No
Maria Perez,29,Biologia,3.06,Si
Javier Rodriguez,18,Derecho,3.26,Si
Elena Garcia,30,Biologia,0.51,Si
Juan Martinez,22,Biologia,7.69,Si
Carlos Lopez,23,Quimica,4.09,No
Sofia Garcia,21,Matematicas,7.52,Si
Pedro Perez,29,Medicina,8.43,No
Sofia Perez,21,Derecho,2.54,No
Laura Rodriguez,24,Historia,0.5,No
Maria Garcia,19,Derecho,2.78,Si
Ana Rodriguez,27,Biologia,3.94,Si
Juan Rodriguez,25,Historia,3.77,No
Laura Rodriguez,26,Quimica,8.98,Si
Elena Garcia,19,Economia,8.91,No
Pedro Martinez,26,Biologia,4.7,Si
Carlos Rodriguez,21,Biologia,6.72,Si
Sofia Lopez,24,Matematicas,1.51,No
Juan Rodriguez,28,Medicina,0.83,No
Carlos Perez,29,Historia,7.43,No
Javier Lopez,28,Fisica,6.01,Si
Luis Garcia,25,Medicina,9.72,No
Laura Martinez,18,Quimica,4.93,No
Carlos Perez,27,Derecho,4.05,No
Javier Perez,28,Economia,9.11,Si
Sofia Martinez,20,Matematicas,3.48,No
Elena Lopez,21,Derecho,1.59,Si
Juan Garcia,19,Medicina,0.57,Si
Maria Martinez,25,Medicina,4.01,Si
Pedro Lopez,19,Biologia,2.48,No
Sofia Perez,19,Medicina,6.55,No
Luis Rodriguez,26,Economia,9.47,Si
Pedro Perez,21,Matematicas,3.67,Si
Elena Rodriguez,19,Arte,2.89,No
Javier Lopez,27,Quimica,3.75,No
Carlos Lopez,18,Derecho,6.65,No
Sofia Martinez,26,Historia,5.56,Si
Sofia Garcia,27,Matematicas,5.01,Si
Carlos Martinez,28,Fisica,0.78,Si
Carlos Rodriguez,28,Matematicas,4.97,No
Elena Martinez,25,Biologia,3.21,No
Ana Perez,23,Derecho,3.95,No
Sofia Lopez,28,Quimica,5.96,Si
Elena Martinez,22,Matematicas,1.05,Si
Elena Garcia,24,Ingenieria,0.11,Si
Maria Rodriguez,28,Derecho,4.48,Si
Javier Rodriguez,28,Biologia,8.75,Si
Sofia Garcia,29,Fisica,2.19,Si
Laura Garcia,19,Historia,3.92,No
Juan Rodriguez,19,Biologia,4.96,No
Sofia Perez,22,Ingenieria,8.0,Si
Elena Lopez,22,Fisica,6.41,No
Pedro Garcia,28,Derecho,6.25,No
Javier Rodriguez,23,Economia,8.69,Si
Juan Lopez,26,Biologia,3.59,No
Luis Perez,25,Ingenieria,9.91,Si
Laura Martinez,30,Biologia,9.76,No
Maria Lopez,21,Medicina,2.76,No
Ana Lopez,20,Economia,9.26,Si
Maria Lopez,22,Historia,7.6,Si
Ana Perez,29,Matematicas,6.82,No
Maria Lopez,23,Arte,4.86,No
Laura Martinez,26,Matematicas,0.84,Si
Ana Martinez,21,Medicina,9.74,No
Elena Garcia,24,Quimica,1.89,Si
Ana Perez,26,Ingenieria,1.59,Si
Maria Perez,18,Economia,6.3,No
Luis Martinez,21,Arte,6.2,No
Laura Perez,27,Quimica,5.71,Si
Javier Lopez,19,Arte,9.52,No
Luis Garcia,30,Economia,4.49,Si
Juan Perez,18,Quimica,6.44,No
Maria Perez,22,Derecho,3.51,No
Laura Garcia,22,Fisica,1.26,No
Sofia Garcia,27,Biologia,9.47,Si
Elena Martinez,25,Arte,1.86,No
Javier Lopez,24,Fisica,2.29,Si
Juan Perez,25,Biologia,4.34,Si
Laura Perez,25,Fisica,1.7,No
Pedro Lopez,26,Matematicas,1.53,Si
Ana Garcia,24,Medicina,8.16,Si
Laura Garcia,22,Economia,3.49,Si
Elena Rodriguez,26,Quimica,1.4,Si
Maria Garcia,18,Medicina,3.58,No
Sofia Lopez,27,Matematicas,3.63,No
Luis Perez,27,Biologia,8.14,Si
Maria Martinez,26,Matematicas,5.74,No
Carlos Rodriguez,22,Economia,4.5,Si
Juan Perez,18,Medicina,3.1,No
Carlos Perez,19,Matematicas,1.73,Si
Laura Lopez,25,Matematicas,6.55,Si
Javier Martinez,18,Derecho,9.36,Si
Pedro Martinez,21,Matematicas,6.26,Si
Carlos Lopez,21,Quimica,4.92,Si
Sofia Rodriguez,25,Quimica,0.02,No
Pedro Lopez,19,Economia,4.9,No
Luis Garcia,19,Matematicas,2.85,Si
Sofia Garcia,29,Historia,7.76,No
Carlos Rodriguez,26,Economia,5.82,No
Luis Lopez,20,Biologia,2.87,No
Pedro Lopez,18,Derecho,7.25,Si
Ana Martinez,18,Historia,5.11,No
Javier Martinez,28,Fisica,0.94,No
Carlos Rodriguez,30,Derecho,1.04,No
Juan Lopez,19,Matematicas,2.43,Si
Maria Perez,26,Arte,9.69,Si
Laura Rodriguez,30,Arte,5.2,Si
Pedro Martinez,21,Ingenieria,5.6,Si
Pedro Martinez,22,Ingenieria,7.42,No
Ana Perez,29,Derecho,4.71,No
Sofia Garcia,27,Derecho,7.68,Si
Laura Lopez,28,Arte,8.4,No
Pedro Garcia,21,Fisica,7.74,No
Juan Lopez,21,Fisica,0.19,Si
Javier Lopez,25,Historia,6.46,Si
Elena Garcia,23,Matematicas,9.02,Si
Luis Martinez,27,Ingenieria,2.13,No
Pedro Lopez,30,Ingenieria,6.47,Si
Luis Rodriguez,27,Arte,6.15,No
Maria Lopez,19,Medicina,6.21,No
Laura Perez,27,Matematicas,6.93,No
Luis Rodriguez,20,Economia,4.56,No
Maria Rodriguez,18,Arte,0.97,No
Carlos Perez,20,Ingenieria,0.31,No
Luis Lopez,21,Matematicas,1.06,No
Luis Perez,23,Biologia,8.14,No
Javier Garcia,30,Medicina,5.54,Si
Elena Rodriguez,18,Arte,8.69,No
Laura Garcia,30,Ingenieria,7.5,Si
Luis Martinez,26,Medicina,3.6,No
Sofia Perez,28,Quimica,0.37,No
Luis Perez,23,Quimica,0.53,No
Pedro Martinez,22,Quimica,4.91,No
Maria Lopez,28,Ingenieria,3.11,No
Javier Lopez,29,Derecho,5.79,Si
Juan Rodriguez,29,Fisica,5.0,No
Luis Perez,21,Economia,3.82,Si
Pedro Lopez,30,Quimica,5.68,Si
Elena Martinez,20,Historia,2.52,Si
Luis Lopez,20,Medicina,1.99,No
Javier Garcia,23,Arte,9.87,No
Juan Lopez,30,Matematicas,4.77,No
Laura Garcia,27,Quimica,4.72,No
Ana Perez,24,Fisica,0.16,Si
Sofia Rodriguez,19,Quimica,5.02,Si
Laura Perez,19,Matematicas,2.17,Si
Juan Garcia,27,Quimica,0.54,No
Javier Rodriguez,26,Biologia,1.69,No
Carlos Rodriguez,28,Arte,0.62,No
Sofia Perez,22,Derecho,5.45,No
Pedro Perez,25,Medicina,3.62,Si
Carlos Lopez,28,Quimica,7.43,Si
Ana Perez,18,Biologia,2.51,Si
Elena Martinez,28,Fisica,2.0,No
Javier Perez,23,Medicina,8.77,Si
Pedro Perez,23,Derecho,1.18,Si
Maria Martinez,26,Ingenieria,0.77,No
Maria Rodriguez,27,Derecho,3.32,No
Luis Lopez,19,Matematicas,0.18,Si
Sofia Martinez,22,Quimica,9.62,Si
Pedro Perez,30,Economia,8.59,Si
Laura Martinez,22,Arte,4.35,Si
Sofia Lopez,20,Matematicas,3.96,Si
Sofia Perez,22,Economia,3.9,No
Elena Rodriguez,18,Historia,4.58,No
Carlos Perez,29,Historia,7.77,No
Laura Rodriguez,21,Medicina,2.98,No
Juan Rodriguez,25,Biologia,4.5,No
Carlos Garcia,18,Economia,5.54,Si
Javier Garcia,30,Historia,4.45,No
Sofia Martinez,28,Historia,0.46,No
Juan Martinez,27,Economia,7.86,No
Pedro Perez,18,Economia,0.79,No
Ana Rodriguez,29,Ingenieria,9.84,Si
Elena Rodriguez,26,Fisica,2.07,No
Maria Perez,27,Fisica,2.76,Si
Pedro Lopez,19,Economia,5.85,No
Luis Perez,23,Fisica,2.96,No
Javier Martinez,19,Arte,6.08,No
Pedro Martinez,28,Biologia,3.87,Si
Javier Perez,27,Quimica,5.24,Si
Javier Rodriguez,22,Biologia,5.52,Si
Sofia Martinez,20,Matematicas,5.89,No
Pedro Martinez,28,Fisica,8.15,Si
Carlos Garcia,22,Historia,9.59,Si
Elena Perez,25,Quimica,0.48,No
Maria Lopez,27,Historia,9.03,Si
Sofia Rodriguez,22,Historia,1.88,Si
Sofia Lopez,25,Ingenieria,9.59,Si
Ana Garcia,26,Arte,9.95,No
Ana Martinez,29,Economia,0.92,No
Elena Garcia,27,Ingenieria,4.37,Si
Pedro Martinez,21,Economia,4.01,No
Sofia Rodriguez,22,Medicina,0.13,No
Laura Martinez,26,Fisica,7.9,Si
Juan Martinez,28,Economia,6.43,Si
Juan Lopez,20,Arte,3.6,Si
Javier Garcia,26,Historia,1.92,Si
Maria Martinez,21,Historia,8.96,Si
Luis Rodriguez,18,Quimica,9.39,No
Sofia Martinez,28,Medicina,4.77,Si
Pedro Lopez,22,Medicina,3.64,No
Laura Garcia,30,Fisica,4.31,No
Maria Garcia,18,Quimica,1.48,Si
Juan Rodriguez,20,Derecho,5.79,Si
Maria Martinez,19,Matematicas,3.97,No
Laura Martinez,19,Quimica,9.61,No
Juan Perez,26,Medicina,6.13,No
Luis Perez,30,Derecho,4.49,No
Laura Perez,19,Historia,7.95,Si
Luis Lopez,21,Medicina,2.76,Si
Laura Garcia,28,Arte,8.14,No
Pedro Perez,29,Historia,6.89,Si
Maria Garcia,19,Arte,9.62,No
Sofia Lopez,20,Economia,1.61,No
Sofia Perez,23,Ingenieria,9.63,No
Maria Perez,30,Historia,3.85,No
Luis Perez,20,Derecho,9.38,No
Laura Garcia,25,Derecho,5.77,Si
Elena Martinez,19,Fisica,3.9,No
Pedro Perez,24,Quimica,5.56,Si
Juan Perez,20,Medicina,9.41,No
Pedro Lopez,26,Ingenieria,6.88,No
Laura Perez,28,Ingenieria,4.0,Si
Luis Lopez,28,Medicina,1.77,Si
Elena Perez,19,Historia,7.19,Si
Elena Rodriguez,29,Quimica,1.74,No
Juan Perez,28,Biologia,7.99,Si
Laura Martinez,22,Arte,1.63,No
Elena Garcia,18,Quimica,8.14,No
Luis Rodriguez,25,Quimica,2.39,Si
